body,title
"La primera ronda de diálogos será a mediados de diciembre de 2022, de acuerdo con los negociadores.Foto: Agencia EFEInició en la tarde de este martes la reunión extraordinaria de la mesa de negociación de paz, conformada entre la delegación del Gobierno y del Eln, para limar las asperezas que dejó el anuncio presidencial de un cese al fuego bilateral que nunca existió. Las partes llegaron el lunes a Caracas, Venezuela, lugar donde se realizó la primera ronda de diálogos que culminó el pasado 12 de diciembre de 2022. Aunque medios anunciaron que este martes los miembros de las delegaciones se reunirían por separado y que el miércoles se llevaría a cabo el encuentro extraordinario, la agenda cambió.La Oficina del Alto Comisionado para la Paz le confirmó a El Espectador que la reunión convocada de emergencia se está realizando en este preciso momento “para resolver el tema en cuestión”, que serían los roces por las palabras del presidente Gustavo Petro determinando un supuesto cese bilateral al fuego que, días después, el Eln salió a desmentir. “Están en plenaria, aún no se termina ese primer encuentro”, detalló el despacho del comisionado Danilo Rueda. De igual forma, la cuenta de Twitter por la que se comunica la delegación del Eln manifestó este 17 de enero que sus integrantes, en cabeza de Pablo Beltrán, están “listos para la reunión con la delegación del Gobierno de Gustavo Petro”.La senadora María José Pizarro (Pacto Histórico), que hace parte de la delegación del Gobierno, recordó los tres objetivos por los cuáles la mesa se reactivo antes de empezar la segunda ronda de diálogos. “Hoy nos encontraremos en Caracas las delegaciones del Gobierno y del Ejército de Liberación Nacional (Eln) en esta reunión extraordinaria [para abordar], en nuestro criterio, tres objetivos que son fundamentales: reafirmar nuestra voluntad de paz, afinar los mecanismos de trabajo y de comunicaciones entre ambas delegaciones -en especial entre los ciclos de diálogos-, y en tercer lugar, lograr avanzar en el cese bilateral al fuego”, indicó. La congresista mencionó que pactar el cese bilateral al fuego es el primer paso hacia el fin del conflicto por la vía negociada.>Lea más sobre el Congreso, el Gobierno Petro y otras noticias del mundo políticoSíguenos en Google NoticiasTemas recomendadosPolíticaNoticias Colombia hoyNegociación de paz con el ElnCaracasVenezuelaReunión extraordinariaCese al FuegoGobierno",Delegación del Gobierno y del Eln ya se encuentran reunidos en Caracas
